14700	5.8	3	-9.2	0.764285714
14800	5.8	3	-9.2	0.657142857
14900	5.8	3	-9.2	0.55
15000	5.8	3	-9.2	0.442857143
15100	5.8	3	-9.2	0.335714286
15200	5.8	3	-9.2	0.228571429
15300	5.8	3	-9.2	0.121428571
15400	5.8	3	-9.2	0.014285714
15500	5.8	3	-9.2	-0.092857143
15600	5.8	3	-9.2	-0.2
15700	5.8	3	-9.2	-0.307142857
15800	5.8	3	-9.2	-0.414285714
15900	5.8	3	-9.2	-0.521428571
16000	5.8	3	-9.2	-0.628571429
16100	5.8	3	-9.2	-0.735714286
16200	5.8	3	-9.2	-0.842857143
16300	5.8	3	-9.2	-0.95
16400	5.8	3	-9.2	-1.057142857
16500	5.8	3	-9.2	-1.164285714
16600	5.8	3	-9.2	-1.271428571
16700	5.8	3	-9.2	-1.378571429
16800	5.8	3	-9.2	-1.485714286
16900	5.8	3	-9.2	-1.592857143
17000	5.8	3	-9.2	-1.7
17100	5.8	3	-9.2	-1.807142857
17200	5.8	3	-9.2	-1.914285714
17300	5.8	3	-9.2	-2.021428571
17400	5.8	3	-9.2	-2.128571429
17500	5.8	3	-9.2	-2.235714286
17600	5.8	3	-9.2	-2.342857143
17700	5.8	3	-9.2	-2.45
17800	5.8	3	-9.2	-2.557142857
17900	5.8	3	-9.2	-2.664285714
18000	5.8	3	-9.2	-2.771428571
