0	5.8	3	5.8	5.8
100	5.8	3	5.8	5.8
200	5.8	3	5.8	5.8
300	5.8	3	5.8	5.8
400	5.8	3	5.8	5.8
500	5.8	3	5.8	5.8
600	5.8	3	5.8	5.8
700	5.8	3	5.8	5.8
800	5.8	3	5.8	5.8
900	5.8	3	5.8	5.8
1000	5.8	3	5.8	5.8
1100	5.8	3	5.8	5.8
1200	5.8	3	5.8	5.8
1300	5.8	3	5.8	5.8
1400	5.8	3	5.8	5.8
1500	5.8	3	5.8	5.8
1600	5.8	3	5.8	5.8
1700	5.8	3	5.8	5.8
1800	5.8	3	5.8	5.8
1900	5.8	3	5.8	5.8
2000	5.8	3	5.8	5.8
2100	5.8	3	5.8	5.8
2200	5.8	3	5.8	5.8
2300	5.8	3	5.8	5.8
2400	5.8	3	5.8	5.8
2500	5.8	3	5.8	5.8
2600	5.8	3	5.8	5.8
2700	5.8	3	5.8	5.8
2800	5.8	3	5.8	5.8
2900	5.8	3	5.8	5.8
3000	5.8	3	5.8	5.8
3100	5.8	3	5.8	5.8
3200	5.8	3	5.8	5.8
3300	5.8	3	5.8	5.8
3400	5.8	3	5.8	5.8
3500	5.8	3	5.8	5.8
3600	5.8	3	5.8	5.8
3700	5.8	3	5.8	5.8
3800	5.8	3	5.8	5.8
3900	5.8	3	5.8	5.8
4000	5.8	3	5.8	5.8
4100	5.8	3	5.8	5.8
4200	5.8	3	5.8	5.8
4300	5.8	3	5.8	5.8
4400	5.8	3	5.8	5.8
4500	5.8	3	5.8	5.8
4600	5.8	3	5.8	5.8
4700	5.8	3	5.8	5.8
4800	5.8	3	5.8	5.8
4900	5.8	3	5.8	5.8
5000	5.8	3	5.8	5.8
5100	5.8	3	5.8	5.8
5200	5.8	3	5.8	5.8
5300	5.8	3	5.8	5.8
5400	5.8	3	5.8	5.8
5500	5.8	3	5.8	5.8
5600	5.8	3	5.8	5.8
5700	5.8	3	5.8	5.8
5800	5.8	3	5.8	5.8
5900	5.8	3	5.8	5.8
6000	5.8	3	5.8	5.8
6100	5.8	3	5.8	5.8
6200	5.8	3	5.8	5.8
6300	5.8	3	5.8	5.8
6400	5.8	3	5.8	5.8
6500	5.8	3	5.8	5.8
6600	5.8	3	5.8	5.8
6700	5.8	3	5.8	5.8
6800	5.8	3	5.8	5.8
6900	5.8	3	5.8	5.8
7000	5.8	3	5.8	5.8
7100	5.8	3	5.8	5.8
7200	5.8	3	5.8	5.8
7300	5.8	3	5.8	5.8
7400	5.8	3	5.8	5.8
7500	5.8	3	5.8	5.8
7600	5.8	3	5.8	5.8
7700	5.8	3	5.8	5.8
7800	5.8	3	5.8	5.8
7900	5.8	3	5.8	5.8
8000	5.8	3	5.8	5.8
8100	5.8	3	5.8	5.8
8200	5.8	3	5.8	5.8
8300	5.8	3	5.8	5.8
8400	5.8	3	5.8	5.8
8500	5.8	3	5.8	5.8
8600	5.8	3	5.8	5.8
8700	5.8	3	5.8	5.8
8800	5.8	3	5.8	5.8
8900	5.8	3	5.8	5.8
9000	5.8	3	5.8	5.8
9100	5.8	3	5.8	5.8
9200	5.8	3	5.8	5.8
9300	5.8	3	5.8	5.8
9400	5.8	3	5.8	5.8
9500	5.8	3	5.8	5.8
9600	5.8	3	5.8	5.8
9700	5.8	3	5.8	5.8
9800	5.8	3	5.8	5.8
9900	5.8	3	5.8	5.8
10000	5.8	3	5.8	5.8
10100	5.8	3	-9.2	5.692857143
10200	5.8	3	-9.2	5.585714286
10300	5.8	3	-9.2	5.478571429
10400	5.8	3	-9.2	5.371428571
10500	5.8	3	-9.2	5.264285714
10600	5.8	3	-9.2	5.157142857
10700	5.8	3	-9.2	5.05
10800	5.8	3	-9.2	4.942857143
10900	5.8	3	-9.2	4.835714286
11000	5.8	3	-9.2	4.728571429
11100	5.8	3	-9.2	4.621428571
11200	5.8	3	-9.2	4.514285714
11300	5.8	3	-9.2	4.407142857
11400	5.8	3	-9.2	4.3
11500	5.8	3	-9.2	4.192857143
11600	5.8	3	-9.2	4.085714286
11700	5.8	3	-9.2	3.978571429
11800	5.8	3	-9.2	3.871428571
11900	5.8	3	-9.2	3.764285714
12000	5.8	3	-9.2	3.657142857
12100	5.8	3	-9.2	3.55
12200	5.8	3	-9.2	3.442857143
12300	5.8	3	-9.2	3.335714286
12400	5.8	3	-9.2	3.228571429
12500	5.8	3	-9.2	3.121428571
12600	5.8	3	-9.2	3.014285714
12700	5.8	3	-9.2	2.907142857
12800	5.8	3	-9.2	2.8
12900	5.8	3	-9.2	2.692857143
13000	5.8	3	-9.2	2.585714286
13100	5.8	3	-9.2	2.478571429
13200	5.8	3	-9.2	2.371428571
13300	5.8	3	-9.2	2.264285714
13400	5.8	3	-9.2	2.157142857
13500	5.8	3	-9.2	2.05
13600	5.8	3	-9.2	1.942857143
13700	5.8	3	-9.2	1.835714286
13800	5.8	3	-9.2	1.728571429
13900	5.8	3	-9.2	1.621428571
14000	5.8	3	-9.2	1.514285714
14100	5.8	3	-9.2	1.407142857
14200	5.8	3	-9.2	1.3
14300	5.8	3	-9.2	1.192857143
14400	5.8	3	-9.2	1.085714286
14500	5.8	3	-9.2	0.978571429
14600	5.8	3	-9.2	0.871428571
